62|爱情维修站|/uploads/poster/爱情维修站/thumb_1_147_206_20101015030633232.jpg|5.3|王宁|胡静, 郭涛, 英达　|喜剧/爱情/剧情|2010年10月21日|    离婚登记处工作的葛大伟和结婚登记处工作的陈小玲是对结婚10年的两口子，二人早已厌倦平淡的生活，但谁也不知道该如何在机会繁多的社会挖到属于自己的第一桶金。两人的结婚纪念日，大伟送给陈小玲一张彩票，两人共进晚餐，并看着电视上摇奖，谁想此票居然中了二等奖。　　    陈小玲的妹妹陈小芳是个大龄的万人迷，总是游戏人间，万草丛中过，片叶不粘身，在她的有意无意刺激下，陈小玲和葛大伟决定放弃工作，下海成立了自己的公司“爱情维修站”，葛大伟也联系上了多年不联系的老同学丁冠西，成为了合作伙伴。他们的主营业务，就是帮助那些婚姻有危机的人，解决婚姻危机。　　    葛大伟通过自己的智慧，帮助了许多婚姻濒临解体的家庭，一会儿装大款，一会儿扮成和尚，笑料百出，都圆满地达到了效果，使出轨者迷途知返，家庭破镜重圆，但由于资金支配不善，几单活不但没有挣到钱，还往里搭了三万多块，而开公司及装修已经花光了他们的奖金，连自己的积蓄也搭进去不少。　　    爱情维修站似乎有了些名气，但大伟和小玲的矛盾也在这中间产生了。在爱情维修站濒临倒闭之际，大伙为了挽救这个服务于民的好公司，各自纷纷捐款想让爱情维修站继续运营下去，然而主人公的离婚，使他们的梦想，破碎了。 然而，谁能拯救他们的婚姻呢？|2014-03-13 10:32:17.805882|2014-03-13 10:32:17.805882|The love Clinic
63|西风烈|/uploads/poster/西风烈/thumb_1_147_206_20101011050301491.jpg|5.9|董玲|王霙, 韩立勇, 杨海超|剧情/战争/历史|2006年09月18日|    1936年1936年10月8日，一、二、四方面军在甘肃的会宁胜利会师，这标志着三大主力红军历时两年的战略转移正式结束。但是，红军面临的局面并未根本好转，形势依然非常严峻，在此中情况之下，为了打通国际运输线，中央军委决定了“宁夏战役”的计划，红军的九军，三十军，五军开始了在河西走廊艰难的征程，史称西路军。 西路军在狭长贫瘠的河西走廊经过4个多月的艰苦战斗，由于无根据地作依托，又无兵员，物资的补充，孤军作战，在敌众我寡的极端不利的情况下，最终兵败祁连，西路军余部边战边撤，退入祁连山。 故事就从这里开始，二娃子所在的团负责在梨园口掩护仅余的西路军3000余人往祁连山里转移，由于寡不敌众，整个团几乎全军覆没，幸存下来的二娃子朝祁连山里走去。 在祁连山口负责阻击敌人的是西路军独立妇女团的女战士们，女战士们目送着二娃子走进祁连山，随即就迎来和敌人的战斗，没有弹药的妇女团战士们在在敌人骑兵一拨拨的进攻下全团覆没，大部分女战士被俘。 与此同时，祁连山里的西路军余部也按照石窝会议的决定成功的转移了，几个月的连续征战导致了西路军战士们的极度疲惫，一次宿营之后，首长的警卫员和战士甲，乙，丙三人和大部队走散了，几个人决定继续西行寻找西路军的大部。 时值冬季的祁连山里，没有食物，但是因为在山间，马家军的骑兵骚扰不多，但是为了获取食物，经过争论之后，几个人还是下山寻找食物。 二娃子并不知道西路军石窝会议的决定，茫然无错的寻找大部队，二娃子同时也面临着没有食物的困境，为了获取食物，二娃子也来到了山脚下，并且亲眼目睹了一个出卖了红军伤员的樵夫，并将其砍死。 二娃子和同样寻找部队的肖立清等人相遇了，二娃子吃下肖立清等人先前杀马留下的生马肉后，几个人结伴上路。 很快，几个人又碰到了食物的问题，几个人再次来到山下寻找食物，而这一次恰好碰到了敌人的骑兵，战士丙被杀，战士乙掩护大家撤退。 侥幸逃生的二娃子，肖立清和战士甲再次相聚了，是夜，战士甲看见了红军战士被杀害的死战场，战士甲深受刺激。 不久，受到刺激的战士甲，误杀妇女团战士刘姐，战士甲的精神也彻底的崩溃了，战士甲没有和肖立清，二娃子，还有另外一名女战士黄巧英继续上路，随着一声枪响，精神崩溃的战士甲结束了自己的生命。 肖立清，二娃子以及黄巧英在祁连山中遇见了为了不拖累部队主动要求留下打游击，身负重伤的西路军八十八师师长熊厚发，也就是从熊厚发这，几个人得知了中央军委已经指示左支队前往新疆。 和熊厚发告别之后，三个人兴奋的继续赶路，走出祁连山后，去找水的二娃子和肖立清，黄巧英又失散了，原来是二娃子找水时遇见了在安西被打散的战士鲁定坤，因为二娃子身上背着锅，在沼泽之中幸存了下来，而鲁定坤则永远的消失在沼泽地中了。 二娃子和肖立清、黄巧英分别朝新疆的方向赶去，其间，黄巧英和肖立清也被打散，黄巧英最后走到了新疆的木垒，而没有到达目的地星星峡。 历经千辛万苦之后，肖立清和二娃子分别到达了最后的目的地－－星星峡。  |2014-03-13 10:32:19.064405|2014-03-13 10:32:19.064405|
64|密室之不可告人|/uploads/poster/密室之不可告人/thumb_1_147_206_20110706025938727.jpg|8.1|张番番|苏有朋, 吴佩慈, 胡明|剧情/悬疑/惊悚|2010年10月30日|    三年前，一场登山坠崖事件发生。登山俱乐部会员Mike遇难，俱乐部女服务生因工作失误受到谴责而自杀。Mike女友半年后与人低调结婚。不久，年轻作家柳飞云以此为蓝本，创作一本悬疑小说，但出版后却毫无声息。 　　    三年后，创作受阻的柳飞云，在经纪人李晓峰的鼓动下，参加了一个短期豪华旅行团。柳飞云、李晓峰、大书商卓然及妻子张惠、无业游民白秀清、旅居国外的建筑设计师段新宇、画家林泉及妻子林梅一起入住了山顶1号别墅。 　　    午夜时分，卓然却无故人间蒸发。 　　    原来，一切与三年前的事故息息相关……|2014-03-13 10:32:20.280734|2014-03-13 10:32:20.280734|Lost In Panic Room
65|跟我的前妻谈恋爱|/uploads/poster/跟我的前妻谈恋爱/thumb_1_147_206_20101022090724606.jpg|3.6|李公乐|袁泉, 陈坤, 陆毅|爱情/剧情|2010年10月22日|“金童玉女”——马勇（陈坤 饰）晓红（袁泉 饰）对婚姻有着童话般的憧憬。可结婚之后却都觉得被对方忽略，一段童话婚姻就此结束……离婚后，马勇找了个性感尤物取代晓红。新女友赵慧（吴天瑜 饰）是所有男人心中的性感女神，也是马勇工作上的最佳拍档！但马勇很头痛，晓红的存在，对他的新恋情造成障碍。马勇看穿没有爱情的晓红并不快乐！决定把最好的朋友张琪（陆毅 饰）介绍给晓红作男友。张琪全无恋爱经验，笨头笨脑的追求只能弄出笑话。马勇只好传授追求前妻的必杀技！张琪用马勇的方法应付晓红的考验，却微妙地令马勇仿如跟前妻重新谈一次恋爱！晓红昏了，她发现自己对马勇仍有感觉，但张琪不问回报只求付出的劲儿，却又打动了她。迷失间，她答应了张琪的求婚！并选择最了解她的马勇筹办婚礼！马勇骑虎难下……为晓红制造完美婚礼过程中，决心抢回晓红和张琪一决高下。就在行礼一刻，马勇不顾一切向晓红表白，张琪当然也表现的毫不示弱！最后，晓红竟给他们一个离奇的答复……|2014-03-13 10:32:21.058842|2014-03-13 10:32:21.058842|My Ex-Wife's Wedding
66|我的野蛮女友2|/uploads/poster/我的野蛮女友2/thumb_1_147_206_20120828011132236.jpg|4.8|马伟豪|熊黛林, 立威廉, 何炅|喜剧/爱情/剧情|2010年11月05日|健宇（立威廉饰）被女友抛弃，伤心之极企图自杀，但被神秘美女尚真（熊黛林饰）所救，健宇以为飞来艳福，其实是尚真要他协助去破坏前男友的婚礼，健宇被尚真的美貌吸引，自愿服从。可不料入住一屋后才发现尚真作风十分“野蛮”，健宇的日子过的有苦难言。 　　健宇和尚真几番威胁杨过取消婚礼，对方却不予理会。尚真再度寻找帮手——表妹永真（冯媛甄饰）。 　　永真在跆拳道馆担任教练，内衣公司的志凯（何炅饰）为磨练自己的男子气概而去学跆拳道，结果爱上了永真，永真也被他的温柔所感动。尚真找到永真后，健宇也和志凯成为了同病相怜的难兄难弟。健宇了解到过去的尚真并非这么野蛮，都是被负心的杨过（黄宗泽）抛弃之后才变成这样，两人都曾因被爱人背叛而受伤，健宇开始爱上这个“野蛮女友”。 　　可尚真依然一心牵挂着复仇大业，最终带着健宇出现在杨过的婚礼上，健宇为了心爱的尚真铤而走险大闹婚礼，最后结局是否会圆满成功呢？尚真能否走出过去的爱情阴影呢？让我们拭目以待吧。|2014-03-13 10:32:22.310921|2014-03-13 10:32:22.310921|My Sassy Girl 2
67|康定情歌|/uploads/poster/康定情歌/thumb_1_147_206_20101015031157672.jpg|8.5|江平|苏有朋, 居文沛, 蒲巴甲|爱情/剧情|2010年11月05日|    1996年夏天，《甘孜报》悬赏万元寻找《康定情歌》作者的消息，在全国数十家报纸争相转载。其中自贡熊仲文、四川轻化工学院副教授宋方信等都认为《情歌》作者是宣汉人李天禄(李依若)，后经《四川日报》副刊“天府周末”的四位记者深入实地寻访，探得了不少鲜为人知的新证。 原来李依若在成都读大学时(大约在1930年前)，与一个同姓李的同学恋爱。姓李的同学是康定人。李依若与女友结伴到康定跑马山玩耍时，根据湘西“溜溜调”编了一首《跑马歌》，唱给“李家溜溜的大姐”听，以示求爱(即后来的《康定情歌》) 。由于家人和谢谢族人的反对，婚事未能成功，家里不给他钱读书，后来还全靠他的义父石体元(时任四川省财政厅厅长)和李姑娘的相助，才完成了大学学业。 李依若的同龄好友和他的遗孀赵氏老人都多次听他唱过这首《跑马歌》，因此，他们都坚信《康定情歌》有原作者就是李依若。 　　如今，《康定情歌》唱遍大江南北，唱响了全世界，而且还是我国第一首飞向太空的歌曲，被人们美誉为宇宙情歌(世界十首名曲之一)。在康定跑马溜溜的山上，于2001年8月18日专门为这首歌而举办一个艺术节－中国西部康定歌节，让《康定情歌》的故乡大大风光了一次。《康定情歌》作为康定县的“名片”，让康定走出了大山，走出了盆地，走出了国门。为此，这首歌的原作者李依若先生可以含笑九泉了。|2014-03-13 10:32:26.808658|2014-03-13 10:32:26.808658|Xin Kang Ding Qing Ge
68|危情时速|/uploads/poster/危情时速/thumb_1_147_206_20120820020219980.jpg|6.9|托尼·斯科特|克里斯·派恩, 罗莎里奥·道森, 伊桑·苏普利|动作/剧情/冒险|2010年11月09日|    一位经验丰富的列车司机和一个年轻的列车长，他们发现自己不得不与时间赛跑，只为了阻止一辆无人驾驶且发生了溜逸事故的列车，如今它马力全开，所制造出来的破坏力就好比是一颗巨大的导弹爆炸时产生的威力，他们必须得想尽一切办法，好避免这场可能会发生在人口高度密集的地区的灾难。    时间是10月12日，位于宾夕法尼亚州的威尔金斯的清晨就像往常一样降临，刚刚下班的夜班工人正拖着疲惫的身子急匆匆地赶回家，还有那些需要早起上班的职工，也加入到了他们的行列，这些似乎还没有睡醒的人不断地打着哈欠，手中端着提神用的咖啡。    铁路旁的两个维修工人正在短暂的休息中，狼吞虎咽地吃着他们的早餐，然而很快就有人打断了他们，并要求他们移走一辆停在另外一条轨道上的新型列车——原来铁道部要招呼一群来自于纽约的小学生到这里进行实地考察旅行。工人们从容地接下了将这辆777次列车移走的任务，可让人想象不到的是，他们中的一个人却做出了一个注定要遭受噩运的错误决定，为了节省时间，选择让列车走上一条捷径……不过，有的时候，所谓的节省时间，却并不意味着会更加地安全，由于这辆全新的列车配备的是最为现代化且由计算机处理的警铃和汽笛，结果使得它眨眼之间就变成了一个有如导弹般可怕的危险武器，最要命的是，它的车厢里还装载着足以致命的有毒液体。    距离777次列车行驶的路线200英里的地方，一天的生活正在像往常一样进行着……在得到拦截火车的命令之前，结束了文书工作的铁道员工们正在一边品尝最后一杯咖啡，一边谈论发生在新手列车长和老列车员之间一成不变的斗智斗勇的故事。弗兰克·巴恩斯（丹泽尔·华盛顿饰）发现他的列车长竟然是威尔·卡尔森（克里斯·派恩饰），一个刚刚从行政部门调过来的新人，对于这样的工作搭档，弗兰克一点都不感到高兴，但是他却保持着自己对工作的严谨判断和主张——弗兰克曾经是1206次列车上的司机，他对此有着非常丰富的经验，在铁路的领域里，他什么都懂，而且他还时刻不忘了提醒威尔，自己已经在这个行业里服务了28个年头了，所以只上岗4个月的威尔对他来说，根本就等同于什么也不是的菜鸟。    尽管这一天过的并不太顺利，而且有愈加恶化的趋势，可是这里的每一个人都没有意识到，他们将会在下午面临一场如此令人胆战心惊的考验……弗兰克和威尔这两个看似没什么特别之处的普通人，势必要经受住勇气和意志力的考验，继而化身成为拯救了无数条生命的非凡的英雄。|2014-03-13 10:32:27.296517|2014-03-13 10:32:27.296517|Unstoppable
69|猫头鹰王国：守卫者传奇|/uploads/poster/猫头鹰王国：守卫者传奇/thumb_1_147_206_20121219025829862.jpg|8.4|扎克·施奈德|Emily Barclay, Essie Davis, Adrienne DeFaria|冒险/奇幻/动画|2010年11月12日|    小猫头鹰索伦着迷于父亲告诉他的“猫头鹰守护神”史诗故事，里头传说中的猫头鹰战士，打出一场艰辛的胜仗，解救猫头鹰族群脱离邪恶的“纯种者”迫害。　　索伦期盼有一天也可以加入猫头鹰战士的行列，但他那个一心想争夺父亲宠爱的哥哥“库鲁德”却对索伦的想法投以嘲笑。为求竞争表现，库鲁德多次挑衅索伦，终于有一天，恶性竞争造成了树屋掉落，纯种者的魔爪将众猫头鹰团团围困……　　索伦决心冒险脱逃，连同几个同伴，他们一齐翱翔高空，横渡海域，穿越迷雾，只为寻找伟大的神木，那里，就是猫头鹰守护神的家园。拯救猫头鹰王国，唯一的途径，就是打败纯种者！　|2014-03-13 10:32:28.391701|2014-03-13 10:32:28.391701|Legend of the Guardians: The Owls of Ga'Hoole
70|爱出色|/uploads/poster/爱出色/thumb_1_147_206_20100916034514494.jpg|4.9|陈奕利|姚晨, 刘烨, 莫小棋|喜剧/爱情/剧情|2010年11月09日|北漂女汪小菲（姚晨 饰）来时尚杂志面试，女老板ZOE（陈冲 饰）因丈夫出轨正闹离婚，无暇顾及，让她从实习生做起。该杂志约画家栾亦鸿（刘烨 饰）拍摄时尚照片。在换衣间，一帐之隔，亦鸿偷窥到跳舞的小菲，遭到后者痛击。两人不打不相识，亦鸿追求小菲，并帮其谋得了跳舞减肥班老师的职位。小菲刚开始对他产生好感时，却发现他的前女友柯敏（莫小奇 饰）竟然还在纠缠。一怒之下，小菲扯谎要嫁，逼得亦鸿在时尚发布会上发狂。几经周折，正当小菲下定决心，接受亦鸿时，后者却逃避现实，留信一封，去了纽约……|2014-03-13 10:32:29.479499|2014-03-13 10:32:29.479499|Color Me Love
71|爱情36计|/uploads/poster/爱情36计/thumb_1_147_206_20120423035922375.jpg|8.1|吴兵|刘桦, 陈晓东, 田中千绘|喜剧/爱情/剧情|2010年11月09日|    他叫付满伦，出身富豪之家却隐瞒身份在社会上卖力打拼；她叫辛心欣，不重名利外柔内刚只梦想拥有最纯真的爱情；他们深深相爱，两情相悦，哪知却被人“设计”棒打鸳鸯！他叫十三豆，古灵精怪，有点蔫坏，是玩转《兵法三十六计》的“非著名编剧”， 他叫王天贵，唯利是图，阴险狡诈，是为了金钱可以舍弃道德良知的黑心商人，她叫卢万华，任性霸道，骄纵刁蛮，是笃信用金钱可以买到一切的千金大小姐，在她巨大的金钱攻势下，他和他秘密达成了一桩“缺德的交易”——那就是：拆散“付辛之恋”！ 　　    由此，一场没有硝烟、没有战火却异常激烈、异常精彩的“爱情攻防战”悄然爆发！ 　　    这边厢，十三豆率领着做明星梦的群众演员情侣、洗脚城里的山寨功夫明星等虾兵蟹将组成的“破坏五人组”吹响了战争的号角，以“攻方”的姿态迅猛出击，一时间妙趣横生、笑料迭出、令人捧腹！那边厢，被下了套的付满伦和辛心欣两人的真挚感情受到了空前严峻的考验，以“守方”的姿态坚决抵抗，历经“36计”的重重阻挠，一出笑中带泪、浪漫温馨、感人肺腑的爱情故事就这样轰轰烈烈地直击人心！  |2014-03-13 10:32:29.991931|2014-03-13 10:32:29.991931|Love Tactics
72|哈利·波特与死亡圣器(上)|/uploads/poster/哈利·波特与死亡圣器(上)/thumb_1_147_206_20130424025132949.jpg|9.1|大卫·叶茨|比尔·奈伊, 爱玛·沃森, 理查德·格雷弗斯|剧情/冒险/奇幻/悬疑|2010年11月19日|    作为第7集故事的第一部分，影片是以哈利·波特（丹尼尔·雷德克里夫饰）、罗恩·韦斯莱（鲁伯特·格林特饰）和赫敏·格兰杰（爱玛·沃森饰）选择离开学校来开篇的，他们随即开始了一场危险的任务，发誓要完成阿不思·邓布利多（迈克尔·刚本饰）未竟的事业，一路追踪并摧毁全部的魂器，继而终结魔法世界最强大的魔头伏地魔（拉尔夫·费因斯饰）的不死身。这一次，他们只能依靠自己的力量了，因为他们的身边再也没有来自于学校教授的指导和保护了——这三个好朋友必须要比以往任何时候都更加坚定地信赖彼此，但是他们中间也存在着一股黑暗的力量，威胁着要将他们永远地分开。    与此同时，对于任何“黑魔头”的敌人来说，魔法世界则变成了一个异常危险的地方，战争真正打响了，伏地魔的爪牙食死徒们不仅控制了魔法部，甚至还有霍格沃茨，只要有人胆敢反抗他们，就会受到逮捕甚至谋杀。但是，这些食死徒却仍然在追捕一个最有价值的被通缉之人——哈利·波特，他们所得到的命令是必须把哈利带到黑魔头身边，而且要活的。    哈利惟一的机会就是在伏地魔抓到他之前，率先收集完全部的魂器……但是，在他追踪线索的过程中，他却发现一个古老且已经被遗忘了很久的神秘传说——死亡圣器，如果这些童话故事全部都是真实的话，也许会赋予伏地魔一直苦苦寻觅的最终极的强大力量。    几乎没有人知道，哈利的未来其实是由他的过去决定的，就在那个命中注定的晚上，伏地魔亲自选中了他，也使得他们成为了终生的仇敌——他们中的一个，势必要杀死另外一个。|2014-03-13 10:32:31.104553|2014-03-13 10:32:31.104553|Harry Potter and the Deathly Hallows: Part I
73|生化危机：战神再生|/uploads/poster/生化危机：战神再生/thumb_1_147_206_20131023045805790.jpg|9|保罗·安德森|艾丽·拉特, 基姆·寇兹, Shawn Roberts|动作/科幻/恐怖/剧情/惊悚|2010年11月16日|　《生化危机：战神再生》述说的故事是T病毒爆发后的四年。本来是有保护伞集团研制出来对抗神经性疾病与延迟衰老的病毒，但是却发现它的副作用是复活人类的死细胞并将他的宿主变成嗜杀成性的丧尸。这个病毒席卷全球，将地球变成了一个不断进化的僵尸捕猎剩下为数不多的幸存者的恐怖世界。　　继上一集剧情，《生化危机：战神再生》以爱丽丝在东京为开场，有着超人类特异功能以及带领着她自己的克隆人军团，爱丽丝终于面对面的对抗了她命运中的宿敌，安不雷拉公司C.E.O. 威斯克。与威斯克的对决令她失去了所有的特殊能力与军团。爱丽丝开着双人座飞机飞去了阿拉斯加的荒芜之地，踏上了寻找世界上唯一一块儿没有被T病毒影响的世外桃源，阿卡迪亚。　　但是阿卡迪亚也并不若想像中那么简单纯洁的地方。唯一一个生命迹象的来源来自于她的老战友克莱尔。但是因为种种原因，克莱尔陷入了失忆当中。克莱尔，爱丽丝为了寻找答案来到了一片狼籍的洛杉矶。她在那里找到了为数不多的幸存者。从那些幸存者那听说了阿卡迪亚也许没有想像中的那么远，当然，也没有想像中的那么和平。　　 随着克莱尔慢慢的回复了她的战斗力和记忆，爱丽丝带领着她的伙伴们前往一个前所未有的救援行动。并通过这次的行动发现了所有人都始料未及的惊天大阴谋。|2014-03-13 10:32:32.343101|2014-03-13 10:32:32.343101|Resident Evil: Afterlife
74|李小龙我的兄弟|/uploads/poster/李小龙我的兄弟/thumb_1_147_206_20120827053150924.jpg|8|文隽叶伟民|李治廷, 梁家辉, 钟丽缇|剧情/传记|2010年11月25日|1940年11月27日，粤剧伶人李海泉（梁家辉 饰）在美国三藩市登台表演时，妻子何爱榆（钟丽缇 饰）诞下了儿子李振藩，也就是日后名冠四海的李小龙（李治廷 饰）。在李小龙满一周岁的时候，李海泉携家眷从旧金山返回香港。虽然时值第二次世界大战，遭逢巨变、颠沛流离，但当时处于上流社会的李家生活还算富足。幼时的小龙一方面顽劣不堪，时不时地出外滋事，一方面开始了自己的演员生涯，成为了早期香港影坛小有名气的高产童星。辗转间踏入了血气方刚、青春无敌的年纪，李小龙与三名好友小麒麟（欧阳靖 饰），奀仔（陈奂仁 饰）和光仔（张一山 饰）号称“龙城四虎”，经常结伴同游。虽然身边围绕着许多喜欢自己的女孩，其中也包括了父亲至交梁醒波的女儿文女（贡米 饰），但小龙中意的却是影坛名角曹达华的女儿曹敏儿（谢婷婷 饰），孰料他的好友光仔也在追求敏儿。一场全港CHACHA跳舞大赛让几个年轻人同时经历了爱情的选择和友情的考验。在与多届校际西洋拳冠军Charlie Owen的初次较量落败之后，李小龙来到了咏春拳馆，拜一代宗师叶问为师。天赋异禀、资质聪颖的他很得叶问的赏识。依靠着学回来的咏春，李小龙与Charlie Owen在拳台上再度相逢，一场势均力敌的恶战也就此展开。在惊闻光仔不幸染上毒瘾后，李小龙同朋友深入毒窟，看见挚友沦落如此，不禁悲恸万分。为救光仔逃离虎穴，李小龙倾尽全力，与当地的地痞黑帮大打出手。殊不知这一战，冥冥之中引领着李小龙掀开了人生的另一篇章。|2014-03-13 10:32:35.048608|2014-03-13 10:32:35.048608|Bruce Lee，My Brother
75|大玩家|/uploads/poster/大玩家/thumb_1_147_206_20101104101051655.jpg|7.6|牛朝阳|钟欣潼, 谢娜, 孙兴|喜剧/剧情|2010年11月25日|    厨师二宝失意自杀之际巧遇精灵古怪八仙女，请求八仙女。于是，八仙女把他变成了武林高手、富翁、明星、美女、皇帝……经过一连串光怪陆离、天马行空而又悲喜交集的神奇穿越，最后，二宝领悟了幸福的真谛。    人到中年的包子铺厨师二宝，一直琢磨不出周记包子的秘方，被老板炒了鱿鱼，妻子恨他不争气，带着孩子离家出走，一无所有的二宝认定自己是世界上最不幸的人 。    绝望的二宝用尽各种方法试图自尽了事，都被一种神秘力量所阻止，原来是一个古灵精怪的小仙女在捣乱，此人自称是"七仙女"的妹妹"八仙女" ，有无边法力能让二宝变成他梦想中世界上最幸福的人。    二宝先后体验了盖世无双的武林高手、众星捧月的电影明星、坐拥巨财的亿万富翁、万千宠爱的绝色美女、九五至尊的皇帝等美梦生活，穿越时空，演绎了五段啼笑皆非的故事。    经历了这场奇妙的"大玩家"的穿越，二宝发现这些光环笼罩下看似"幸福"的人们的背后都经历着不为人知的痛苦和无奈，原来生活中最平凡、最真实的爱就是幸福。幸运的是，他学会了感受幸福的能力，并且在穿越时空的过程中，无意中获得周记包子的秘方，这时妻子也带着孩子重新回到了他的身边。|2014-03-13 10:32:35.779467|2014-03-13 10:32:35.779467|Super Player
76|大笑江湖|/uploads/poster/大笑江湖/thumb_1_147_206_20101029101712536.jpg|8.5|朱延平|赵本山, 小沈阳, 陈志朋|动作/喜剧/古装|2010年12月03日|每一个时代，都有一个传奇。这个时代的传奇，叫做“仁者吴迪”。身为一个传奇的人物，他的故事一定格外的不平凡。吴迪是由母亲含辛茹苦独立抚养长大的孩子，从母亲口中，他的父亲是一名令敌人闻风丧胆的大英雄，并且英勇地战死沙场。吴迪长大之后，并没有完成他的梦想— 练成绝世武功，反倒成了一个平凡的小鞋匠，日复一日的过着恬淡的日子。 　　直到有一天，一名女扮男装的侠客“月露”（其真实身份是皇宫娘娘）来到他的补鞋铺，她正在追捕一名朝廷通缉犯“田扒光”，而吴迪为了帮助月露也意外卷入了这一场打斗，并且阴错阳差地杀了田扒光。月露留下一句“来泰山找我吧！”便潇洒地与吴迪告别。 　　同时，在京城里的皇上也正因“月露”娘娘的擅自离宫而苦恼着，大太监成公公便建议皇帝举办武林大赛，吸引月露参加，并且安排月露成为冠军，以让皇帝与娘娘重修旧好。 　　不出所料，消息发布之后，被蒙在鼓里的月露在华山兴高采烈的获得代表参赛的资格。 　　而吴迪方面，他为了交还月露留下的鞋子也踏上了旅途，他先是船上遇见一群绑着炸弹的河盗（赵本山），并且仗义挺身而出与河盗打了起来。后来受到神秘老人“黄裳”的暗地帮助，打倒了河盗的宇宙剑法。下船以后，随即遭受了“武林三凤”的袭击，她们是为了帮田扒光报仇而来的，然而”武林三凤”却因为自己色盲搞错药包，毒死了自己的同伴，但是吴迪（飞镖从头上飞过了，没刺中）坠入了深谷。 　　坠入谷底的吴迪，撞见了会吃人（可能是说着玩的）的“火工头陀”。但是火工头陀发现吴迪身上已经被黄裳注入“九阴真《大笑江湖》海报集(5张)气”，而黄裳是火工头陀的死对头，火工头陀一时兴起为了和黄裳的内力较量，决定教吴迪“无相神功”。但是憨傻的吴迪非但学不会，还把火工头陀练功的山洞全部都毁了。火工头陀只得无奈地把吴迪踢飞深谷。 　　吴迪终于在一间客栈与月露重逢，但见面没多久，便遭受客栈掌柜(粉红凤凰)下蛊俘虏。后来王重阳杀了粉红凤凰救下他们，月露后悔自己的出走让父母背黑锅，把武林大会帖子交给吴迪后就回去寻找父母。之后，吴迪为寻找月露被杨过所捉，吴迪被关进大牢，而月露被大太监成公公以吴迪的安危为由威胁参加“武林大赛”。 　　原来“武林大赛”只是一个幌子，是大太监成公公谋朝篡位的阴谋，成公公要借着“杨过”催眠月露来刺杀皇帝。吴迪在最后一刻，接受河盗独孤氏的帮助逃出大牢，赶往武林大赛。 　　月露在杨过的暗中相助之下，节节胜利，取得武林盟主之位，暗中却中了“杨过”的催眠之术，行刺皇帝，未遂被制伏。此际，吴迪现身，被成公公一掌击伤。吴迪在成公公的重击之下，体内原本封塞的真气反而被打通，瞬间黄裳的“九阴真气”、火工头陀的“无相神功”、粉红凤凰的“阿斯托明”和河盗独孤的“宇宙剑法”融为一体，吴迪奋力打败了成公公与杨过解救了皇帝与月露。　最终，吴迪的爱感动了月露，她在皇帝的默许之下再度离开皇宫，决定和吴迪长相厮守。他们隐居在一个叫做“剑冢”的地方，改名独孤求败，成为了一代武林传奇。 |2014-03-13 10:32:36.960571|2014-03-13 10:32:36.960571|Just Call Me Nobody
